Pakistan,Islamabad,2/22/1995,52.5
Pakistan,Islamabad,2/23/1995,48.4
Pakistan,Islamabad,2/24/1995,54.7
Pakistan,Islamabad,2/25/1995,53.6
Pakistan,Islamabad,2/26/1995,58.5
Pakistan,Islamabad,2/27/1995,50.9
Pakistan,Islamabad,2/28/1995,49.2
Pakistan,Islamabad,3/1/1995,55.5
Pakistan,Islamabad,3/2/1995,54.4
Pakistan,Islamabad,3/3/1995,63.7
Pakistan,Islamabad,3/4/1995,61.1
Pakistan,Islamabad,3/5/1995,58.8
Pakistan,Islamabad,3/6/1995,60.7
Pakistan,Islamabad,3/7/1995,60.2
Pakistan,Islamabad,3/8/1995,54
Pakistan,Islamabad,3/9/1995,57.7
Pakistan,Islamabad,3/10/1995,58.4
Pakistan,Islamabad,3/11/1995,59.1
Pakistan,Islamabad,3/12/1995,62.8
Pakistan,Islamabad,3/13/1995,63.8
Pakistan,Islamabad,3/14/1995,62.9
Pakistan,Islamabad,3/15/1995,63.3
Pakistan,Islamabad,3/16/1995,67.5
Pakistan,Islamabad,3/17/1995,67
Pakistan,Islamabad,3/18/1995,69.3
Pakistan,Islamabad,3/19/1995,68.5
Pakistan,Islamabad,3/20/1995,70.3
Pakistan,Islamabad,3/21/1995,72.2
Pakistan,Islamabad,3/22/1995,69.6
Pakistan,Islamabad,3/23/1995,67.4
Pakistan,Islamabad,3/24/1995,64.1
Pakistan,Islamabad,3/25/1995,63.8
Pakistan,Islamabad,3/26/1995,67.2
Pakistan,Islamabad,3/27/1995,65.4
Pakistan,Islamabad,3/28/1995,58.7
Pakistan,Islamabad,3/29/1995,58.7
Pakistan,Islamabad,3/30/1995,63.3
Pakistan,Islamabad,3/31/1995,59.8
Pakistan,Islamabad,4/1/1995,61.1
Pakistan,Islamabad,4/2/1995,63.8
Pakistan,Islamabad,4/3/1995,67.6
Pakistan,Islamabad,4/4/1995,70.2
Pakistan,Islamabad,4/5/1995,71.8
Pakistan,Islamabad,4/6/1995,74
Pakistan,Islamabad,4/7/1995,69.7
Pakistan,Islamabad,4/8/1995,67.6
Pakistan,Islamabad,4/9/1995,59.4
Pakistan,Islamabad,4/10/1995,69.8
Pakistan,Islamabad,4/11/1995,65.5
Pakistan,Islamabad,4/12/1995,68.8
Pakistan,Islamabad,4/13/1995,69.4
Pakistan,Islamabad,4/14/1995,68.8
Pakistan,Islamabad,4/15/1995,65.5
Pakistan,Islamabad,4/16/1995,71.7
Pakistan,Islamabad,4/17/1995,68.1
Pakistan,Islamabad,4/18/1995,64.9
Pakistan,Islamabad,4/19/1995,64.9
Pakistan,Islamabad,4/20/1995,70.8
Pakistan,Islamabad,4/21/1995,71.2
Pakistan,Islamabad,4/22/1995,67.2
Pakistan,Islamabad,4/23/1995,72.9
Pakistan,Islamabad,4/24/1995,75.1
Pakistan,Islamabad,4/25/1995,70.6
Pakistan,Islamabad,4/26/1995,71.4
Pakistan,Islamabad,4/27/1995,76.5
Pakistan,Islamabad,4/28/1995,78.4
Pakistan,Islamabad,4/29/1995,75.2
Pakistan,Islamabad,4/30/1995,74.4
Pakistan,Islamabad,5/1/1995,77.5
Pakistan,Islamabad,5/2/1995,79.7
Pakistan,Islamabad,5/3/1995,83.3
Pakistan,Islamabad,5/4/1995,81.5
Pakistan,Islamabad,5/5/1995,83
Pakistan,Islamabad,5/6/1995,89.7
Pakistan,Islamabad,5/7/1995,91.3
Pakistan,Islamabad,5/8/1995,89.4
Pakistan,Islamabad,5/9/1995,86.8
Pakistan,Islamabad,5/10/1995,90
Pakistan,Islamabad,5/11/1995,84.4
Pakistan,Islamabad,5/12/1995,87
Pakistan,Islamabad,5/13/1995,91.1
Pakistan,Islamabad,5/14/1995,97.1
Pakistan,Islamabad,5/15/1995,92.7
Pakistan,Islamabad,5/16/1995,94.4
Pakistan,Islamabad,5/17/1995,88.8
Pakistan,Islamabad,5/18/1995,75.9
Pakistan,Islamabad,5/19/1995,77.3
Pakistan,Islamabad,5/20/1995,80.9
Pakistan,Islamabad,5/21/1995,81.5
Pakistan,Islamabad,5/22/1995,71.3
Pakistan,Islamabad,5/23/1995,80.2
Pakistan,Islamabad,5/24/1995,78.3
Pakistan,Islamabad,5/25/1995,74.5
Pakistan,Islamabad,5/26/1995,79.1
Pakistan,Islamabad,5/27/1995,78.7
Pakistan,Islamabad,5/28/1995,85.7
Pakistan,Islamabad,5/29/1995,86.8
Pakistan,Islamabad,5/30/1995,89.3
Pakistan,Islamabad,5/31/1995,89.8
Pakistan,Islamabad,6/1/1995,90.1
Pakistan,Islamabad,6/2/1995,93.1
Pakistan,Islamabad,6/3/1995,87.8
Pakistan,Islamabad,6/4/1995,87.8
Pakistan,Islamabad,6/5/1995,92.9
Pakistan,Islamabad,6/6/1995,92.8
Pakistan,Islamabad,6/7/1995,94.1
Pakistan,Islamabad,6/8/1995,101
Pakistan,Islamabad,6/9/1995,93.9
Pakistan,Islamabad,6/10/1995,95.5
Pakistan,Islamabad,6/11/1995,99.8
Pakistan,Islamabad,6/12/1995,94
Pakistan,Islamabad,6/13/1995,96.4
Pakistan,Islamabad,6/14/1995,93.6
Pakistan,Islamabad,6/15/1995,93.9
Pakistan,Islamabad,6/16/1995,99
Pakistan,Islamabad,6/17/1995,96.2
Pakistan,Islamabad,6/18/1995,96
Pakistan,Islamabad,6/19/1995,83.9
Pakistan,Islamabad,6/20/1995,84.6
Pakistan,Islamabad,6/21/1995,79.9
Pakistan,Islamabad,6/22/1995,80.8
Pakistan,Islamabad,6/23/1995,82.9
Pakistan,Islamabad,6/24/1995,89.8
Pakistan,Islamabad,6/25/1995,92.4
Pakistan,Islamabad,6/26/1995,94.4
Pakistan,Islamabad,6/27/1995,94.8
Pakistan,Islamabad,6/28/1995,94.5
Pakistan,Islamabad,6/29/1995,95.5
Pakistan,Islamabad,6/30/1995,94.1
Pakistan,Islamabad,7/1/1995,90.8
Pakistan,Islamabad,7/2/1995,95.8
Pakistan,Islamabad,7/3/1995,90.7
Pakistan,Islamabad,7/4/1995,87.3
Pakistan,Islamabad,7/5/1995,87.9
Pakistan,Islamabad,7/6/1995,80.4
Pakistan,Islamabad,7/7/1995,90.6
Pakistan,Islamabad,7/8/1995,83.1
Pakistan,Islamabad,7/9/1995,85.2
Pakistan,Islamabad,7/10/1995,85.7
Pakistan,Islamabad,7/11/1995,79.5
Pakistan,Islamabad,7/12/1995,81.3
Pakistan,Islamabad,7/13/1995,84.5
Pakistan,Islamabad,7/14/1995,84.4
Pakistan,Islamabad,7/15/1995,82.5
Pakistan,Islamabad,7/16/1995,85.9
Pakistan,Islamabad,7/17/1995,91.2
Pakistan,Islamabad,7/18/1995,86.1
Pakistan,Islamabad,7/19/1995,80.6
Pakistan,Islamabad,7/20/1995,79.5
Pakistan,Islamabad,7/21/1995,80.1
Pakistan,Islamabad,7/22/1995,84.3
Pakistan,Islamabad,7/23/1995,81.3
Pakistan,Islamabad,7/24/1995,75.7
Pakistan,Islamabad,7/25/1995,74.7
Pakistan,Islamabad,7/26/1995,75.2
Pakistan,Islamabad,7/27/1995,72.4
Pakistan,Islamabad,7/28/1995,69.8
Pakistan,Islamabad,7/29/1995,80.6
Pakistan,Islamabad,7/30/1995,86.9
Pakistan,Islamabad,7/31/1995,87.4
Pakistan,Islamabad,8/1/1995,85.6
Pakistan,Islamabad,8/2/1995,79.6
Pakistan,Islamabad,8/3/1995,82.8
Pakistan,Islamabad,8/4/1995,79.3
Pakistan,Islamabad,8/5/1995,84.5
Pakistan,Islamabad,8/6/1995,82.3
Pakistan,Islamabad,8/7/1995,86
Pakistan,Islamabad,8/8/1995,78.7
Pakistan,Islamabad,8/9/1995,83.2
Pakistan,Islamabad,8/10/1995,82.2
Pakistan,Islamabad,8/11/1995,88.3
Pakistan,Islamabad,8/12/1995,87.7
Pakistan,Islamabad,8/13/1995,85.3
Pakistan,Islamabad,8/14/1995,81.5
Pakistan,Islamabad,8/15/1995,83.9
Pakistan,Islamabad,8/16/1995,81.9
Pakistan,Islamabad,8/17/1995,80.8
Pakistan,Islamabad,8/18/1995,82
Pakistan,Islamabad,8/19/1995,85
Pakistan,Islamabad,8/20/1995,79.6
Pakistan,Islamabad,8/21/1995,78.2
Pakistan,Islamabad,8/22/1995,84.8
Pakistan,Islamabad,8/23/1995,85.5
Pakistan,Islamabad,8/24/1995,82.2
Pakistan,Islamabad,8/25/1995,81.3
Pakistan,Islamabad,8/26/1995,81.6
Pakistan,Islamabad,8/27/1995,82.7
Pakistan,Islamabad,8/28/1995,84.2
Pakistan,Islamabad,8/29/1995,83.3
Pakistan,Islamabad,8/30/1995,80.5
Pakistan,Islamabad,8/31/1995,74.8
Pakistan,Islamabad,9/1/1995,81.4
Pakistan,Islamabad,9/2/1995,83.9
Pakistan,Islamabad,9/3/1995,79.9
Pakistan,Islamabad,9/4/1995,79.6
Pakistan,Islamabad,9/5/1995,80.7
Pakistan,Islamabad,9/6/1995,82.2
Pakistan,Islamabad,9/7/1995,84.9
Pakistan,Islamabad,9/8/1995,83.4
Pakistan,Islamabad,9/9/1995,82.7
Pakistan,Islamabad,9/10/1995,83.4
Pakistan,Islamabad,9/11/1995,76.4
Pakistan,Islamabad,9/12/1995,80.7
Pakistan,Islamabad,9/13/1995,81.4
Pakistan,Islamabad,9/14/1995,81.5
Pakistan,Islamabad,9/15/1995,79
Pakistan,Islamabad,9/16/1995,82.9
Pakistan,Islamabad,9/17/1995,81.3
Pakistan,Islamabad,9/18/1995,81.2
Pakistan,Islamabad,9/19/1995,80.8
Pakistan,Islamabad,9/20/1995,79.7
Pakistan,Islamabad,9/21/1995,82.2
Pakistan,Islamabad,9/22/1995,81.4
Pakistan,Islamabad,9/23/1995,83.2
Pakistan,Islamabad,9/24/1995,77.8
Pakistan,Islamabad,9/25/1995,81
Pakistan,Islamabad,9/26/1995,82.5
Pakistan,Islamabad,9/27/1995,78.9
Pakistan,Islamabad,9/28/1995,79.1
Pakistan,Islamabad,9/29/1995,75.8
Pakistan,Islamabad,9/30/1995,76.6
Pakistan,Islamabad,10/1/1995,78.9
Pakistan,Islamabad,10/2/1995,80.3
Pakistan,Islamabad,10/3/1995,79.2
Pakistan,Islamabad,10/4/1995,80.9
Pakistan,Islamabad,10/5/1995,75.3
Pakistan,Islamabad,10/6/1995,77
Pakistan,Islamabad,10/7/1995,79
Pakistan,Islamabad,10/8/1995,77.4
Pakistan,Islamabad,10/9/1995,79.7
Pakistan,Islamabad,10/10/1995,79.3
Pakistan,Islamabad,10/11/1995,76.8
Pakistan,Islamabad,10/12/1995,74.7
Pakistan,Islamabad,10/13/1995,74.9
Pakistan,Islamabad,10/14/1995,72.4
Pakistan,Islamabad,10/15/1995,66.5
Pakistan,Islamabad,10/16/1995,71.4
Pakistan,Islamabad,10/17/1995,70.7
Pakistan,Islamabad,10/18/1995,69.8
Pakistan,Islamabad,10/19/1995,68.5
Pakistan,Islamabad,10/20/1995,68.2
Pakistan,Islamabad,10/21/1995,68.6
Pakistan,Islamabad,10/22/1995,65.2
Pakistan,Islamabad,10/23/1995,62.1
Pakistan,Islamabad,10/24/1995,66.3
Pakistan,Islamabad,10/25/1995,66.7
Pakistan,Islamabad,10/26/1995,68.9
Pakistan,Islamabad,10/27/1995,69.1
Pakistan,Islamabad,10/28/1995,68.8
Pakistan,Islamabad,10/29/1995,67.7
Pakistan,Islamabad,10/30/1995,67.5
Pakistan,Islamabad,10/31/1995,64.6
Pakistan,Islamabad,11/1/1995,65.1
Pakistan,Islamabad,11/2/1995,61.1
Pakistan,Islamabad,11/3/1995,62.5
Pakistan,Islamabad,11/4/1995,67.1
Pakistan,Islamabad,11/5/1995,68.3
Pakistan,Islamabad,11/6/1995,65.3
Pakistan,Islamabad,11/7/1995,62.2
Pakistan,Islamabad,11/8/1995,65.7
Pakistan,Islamabad,11/9/1995,64.8
Pakistan,Islamabad,11/10/1995,59.9
Pakistan,Islamabad,11/11/1995,64.6
Pakistan,Islamabad,11/12/1995,61.7
Pakistan,Islamabad,11/13/1995,61.7
Pakistan,Islamabad,11/14/1995,63.6
Pakistan,Islamabad,11/15/1995,61.6
Pakistan,Islamabad,11/16/1995,64.5
Pakistan,Islamabad,11/17/1995,61.8
Pakistan,Islamabad,11/18/1995,60.4
Pakistan,Islamabad,11/19/1995,60.4
Pakistan,Islamabad,11/20/1995,59.9
Pakistan,Islamabad,11/21/1995,58.2
Pakistan,Islamabad,11/22/1995,59
Pakistan,Islamabad,11/23/1995,55.8
Pakistan,Islamabad,11/24/1995,50.6
Pakistan,Islamabad,11/25/1995,56.3
Pakistan,Islamabad,11/26/1995,56.5
Pakistan,Islamabad,11/27/1995,53.6
Pakistan,Islamabad,11/28/1995,46.5
Pakistan,Islamabad,11/29/1995,47.1
Pakistan,Islamabad,11/30/1995,48.9
Pakistan,Islamabad,12/1/1995,49.8
Pakistan,Islamabad,12/2/1995,51
Pakistan,Islamabad,12/3/1995,46.5
Pakistan,Islamabad,12/4/1995,52
Pakistan,Islamabad,12/5/1995,49.6
Pakistan,Islamabad,12/6/1995,53.6
Pakistan,Islamabad,12/7/1995,51.3
Pakistan,Islamabad,12/8/1995,48.6
Pakistan,Islamabad,12/9/1995,51
Pakistan,Islamabad,12/10/1995,50.9
Pakistan,Islamabad,12/11/1995,50.5
Pakistan,Islamabad,12/12/1995,51.1
Pakistan,Islamabad,12/13/1995,52.2
Pakistan,Islamabad,12/14/1995,51.4
Pakistan,Islamabad,12/15/1995,46.9
Pakistan,Islamabad,12/16/1995,48.3
Pakistan,Islamabad,12/17/1995,48.8
Pakistan,Islamabad,12/18/1995,49.5
Pakistan,Islamabad,12/19/1995,49.4
Pakistan,Islamabad,12/20/1995,52.4
Pakistan,Islamabad,12/21/1995,51
Pakistan,Islamabad,12/22/1995,50.9
Pakistan,Islamabad,12/23/1995,49.5
Pakistan,Islamabad,12/24/1995,49.8
Pakistan,Islamabad,12/25/1995,48.4
Pakistan,Islamabad,12/26/1995,49.6
Pakistan,Islamabad,12/27/1995,51.4
Pakistan,Islamabad,12/28/1995,50.8
Pakistan,Islamabad,12/29/1995,51.9
Pakistan,Islamabad,12/30/1995,51.5
Pakistan,Islamabad,12/31/1995,54.3
Pakistan,Islamabad,1/1/1996,52.1
Pakistan,Islamabad,1/2/1996,49.7
Pakistan,Islamabad,1/3/1996,52.6
Pakistan,Islamabad,1/4/1996,48.9
Pakistan,Islamabad,1/5/1996,49.5
Pakistan,Islamabad,1/6/1996,50.9
Pakistan,Islamabad,1/7/1996,51.5
Pakistan,Islamabad,1/8/1996,52.6
Pakistan,Islamabad,1/9/1996,53.1
Pakistan,Islamabad,1/10/1996,52.7
Pakistan,Islamabad,1/11/1996,49.1
Pakistan,Islamabad,1/12/1996,48.4
Pakistan,Islamabad,1/13/1996,50.8
Pakistan,Islamabad,1/14/1996,46.5
Pakistan,Islamabad,1/15/1996,46.5
Pakistan,Islamabad,1/16/1996,47.1
Pakistan,Islamabad,1/17/1996,45.3
Pakistan,Islamabad,1/18/1996,44.8
Pakistan,Islamabad,1/19/1996,46.9
Pakistan,Islamabad,1/20/1996,50.3
Pakistan,Islamabad,1/21/1996,48.3
Pakistan,Islamabad,1/22/1996,44.9
Pakistan,Islamabad,1/23/1996,46.3
Pakistan,Islamabad,1/24/1996,46.1
Pakistan,Islamabad,1/25/1996,51.1
Pakistan,Islamabad,1/26/1996,49.7
Pakistan,Islamabad,1/27/1996,50.2
Pakistan,Islamabad,1/28/1996,47.9
Pakistan,Islamabad,1/29/1996,48.6
Pakistan,Islamabad,1/30/1996,51.9
Pakistan,Islamabad,1/31/1996,52.2
Pakistan,Islamabad,2/1/1996,53.2
Pakistan,Islamabad,2/2/1996,55.7
Pakistan,Islamabad,2/3/1996,52.5
Pakistan,Islamabad,2/4/1996,52.1
Pakistan,Islamabad,2/5/1996,55.1
Pakistan,Islamabad,2/6/1996,59.4
Pakistan,Islamabad,2/7/1996,59.5
Pakistan,Islamabad,2/8/1996,59
Pakistan,Islamabad,2/9/1996,51.5
Pakistan,Islamabad,2/10/1996,53.4
Pakistan,Islamabad,2/11/1996,54.4
Pakistan,Islamabad,2/12/1996,56.7
Pakistan,Islamabad,2/13/1996,60.1
Pakistan,Islamabad,2/14/1996,50.2
Pakistan,Islamabad,2/15/1996,52.8
Pakistan,Islamabad,2/16/1996,50.7
Pakistan,Islamabad,2/17/1996,53.7
Pakistan,Islamabad,2/18/1996,58.5
Pakistan,Islamabad,2/19/1996,54.7
Pakistan,Islamabad,2/20/1996,58.2
Pakistan,Islamabad,2/21/1996,54.7
Pakistan,Islamabad,2/22/1996,58.5
Pakistan,Islamabad,2/23/1996,55.5
Pakistan,Islamabad,2/24/1996,58.8
Pakistan,Islamabad,2/25/1996,54.6
Pakistan,Islamabad,2/26/1996,56.1
Pakistan,Islamabad,2/27/1996,58.9
Pakistan,Islamabad,2/28/1996,59.5
Pakistan,Islamabad,2/29/1996,61.5
Pakistan,Islamabad,3/1/1996,62.4
Pakistan,Islamabad,3/2/1996,60.3
Pakistan,Islamabad,3/3/1996,62.2
Pakistan,Islamabad,3/4/1996,63.4
Pakistan,Islamabad,3/5/1996,66
Pakistan,Islamabad,3/6/1996,63.6
Pakistan,Islamabad,3/7/1996,63.1
Pakistan,Islamabad,3/8/1996,63.9
Pakistan,Islamabad,3/9/1996,65.6
Pakistan,Islamabad,3/10/1996,65.4
Pakistan,Islamabad,3/11/1996,70.2
Pakistan,Islamabad,3/12/1996,69.8
Pakistan,Islamabad,3/13/1996,68.5
Pakistan,Islamabad,3/14/1996,68
Pakistan,Islamabad,3/15/1996,65.2
Pakistan,Islamabad,3/16/1996,60.3
Pakistan,Islamabad,3/17/1996,60.9
Pakistan,Islamabad,3/18/1996,56.3
Pakistan,Islamabad,3/19/1996,62.6
Pakistan,Islamabad,3/20/1996,62.6
Pakistan,Islamabad,3/21/1996,62.6
Pakistan,Islamabad,3/22/1996,63.5
Pakistan,Islamabad,3/23/1996,60.4
Pakistan,Islamabad,3/24/1996,71.1
Pakistan,Islamabad,3/25/1996,66.7
Pakistan,Islamabad,3/26/1996,67.3
Pakistan,Islamabad,3/27/1996,70
Pakistan,Islamabad,3/28/1996,71.7
Pakistan,Islamabad,3/29/1996,65.4
Pakistan,Islamabad,3/30/1996,59.4
Pakistan,Islamabad,3/31/1996,59.7
Pakistan,Islamabad,4/1/1996,63.1
Pakistan,Islamabad,4/2/1996,71.7
Pakistan,Islamabad,4/3/1996,72.3
Pakistan,Islamabad,4/4/1996,72.7
Pakistan,Islamabad,4/5/1996,68.9
Pakistan,Islamabad,4/6/1996,71.1
Pakistan,Islamabad,4/7/1996,63.4
Pakistan,Islamabad,4/8/1996,66.3
Pakistan,Islamabad,4/9/1996,67.8
Pakistan,Islamabad,4/10/1996,69.1
Pakistan,Islamabad,4/11/1996,74.2
Pakistan,Islamabad,4/12/1996,72.5
Pakistan,Islamabad,4/13/1996,74.3
Pakistan,Islamabad,4/14/1996,74.7
Pakistan,Islamabad,4/15/1996,76.8
Pakistan,Islamabad,4/16/1996,78.7
Pakistan,Islamabad,4/17/1996,79.7
Pakistan,Islamabad,4/18/1996,81.7
Pakistan,Islamabad,4/19/1996,80
Pakistan,Islamabad,4/20/1996,75.1
Pakistan,Islamabad,4/21/1996,73.1
Pakistan,Islamabad,4/22/1996,73.1
Pakistan,Islamabad,4/23/1996,78.5
Pakistan,Islamabad,4/24/1996,78.7
Pakistan,Islamabad,4/25/1996,77
Pakistan,Islamabad,4/26/1996,78.2
Pakistan,Islamabad,4/27/1996,84.1
Pakistan,Islamabad,4/28/1996,82.2
Pakistan,Islamabad,4/29/1996,77.7
Pakistan,Islamabad,4/30/1996,78.4
Pakistan,Islamabad,5/1/1996,78
Pakistan,Islamabad,5/2/1996,80
Pakistan,Islamabad,5/3/1996,82.4
Pakistan,Islamabad,5/4/1996,79.1
Pakistan,Islamabad,5/5/1996,74.6
Pakistan,Islamabad,5/6/1996,74.6
Pakistan,Islamabad,5/7/1996,77
Pakistan,Islamabad,5/8/1996,84.4
Pakistan,Islamabad,5/9/1996,82
Pakistan,Islamabad,5/10/1996,86.2
Pakistan,Islamabad,5/11/1996,80.5
Pakistan,Islamabad,5/12/1996,78
Pakistan,Islamabad,5/13/1996,83.5
Pakistan,Islamabad,5/14/1996,81.7
Pakistan,Islamabad,5/15/1996,75.5
Pakistan,Islamabad,5/16/1996,78.4
Pakistan,Islamabad,5/17/1996,82.3
Pakistan,Islamabad,5/18/1996,85.6
Pakistan,Islamabad,5/19/1996,83.8
Pakistan,Islamabad,5/20/1996,82.4
Pakistan,Islamabad,5/21/1996,74
Pakistan,Islamabad,5/22/1996,73.1
Pakistan,Islamabad,5/23/1996,77.4
Pakistan,Islamabad,5/24/1996,71.3
Pakistan,Islamabad,5/25/1996,77.5
Pakistan,Islamabad,5/26/1996,88.1
Pakistan,Islamabad,5/27/1996,86
Pakistan,Islamabad,5/28/1996,88.4
Pakistan,Islamabad,5/29/1996,91
Pakistan,Islamabad,5/30/1996,86.7
Pakistan,Islamabad,5/31/1996,88.9
Pakistan,Islamabad,6/1/1996,87.1
Pakistan,Islamabad,6/2/1996,90.3
Pakistan,Islamabad,6/3/1996,95.1
Pakistan,Islamabad,6/4/1996,87.7
Pakistan,Islamabad,6/5/1996,85.9
Pakistan,Islamabad,6/6/1996,90
Pakistan,Islamabad,6/7/1996,92.3
Pakistan,Islamabad,6/8/1996,86.4
Pakistan,Islamabad,6/9/1996,87.5
Pakistan,Islamabad,6/10/1996,88.1
Pakistan,Islamabad,6/11/1996,90.6
Pakistan,Islamabad,6/12/1996,85.8
Pakistan,Islamabad,6/13/1996,78.9
Pakistan,Islamabad,6/14/1996,86.5
Pakistan,Islamabad,6/15/1996,78.9
Pakistan,Islamabad,6/16/1996,80.4
Pakistan,Islamabad,6/17/1996,80
Pakistan,Islamabad,6/18/1996,81.9
Pakistan,Islamabad,6/19/1996,77.1
Pakistan,Islamabad,6/20/1996,74.4
Pakistan,Islamabad,6/21/1996,81.2
Pakistan,Islamabad,6/22/1996,88.1
Pakistan,Islamabad,6/23/1996,86.4
Pakistan,Islamabad,6/24/1996,83.7
Pakistan,Islamabad,6/25/1996,82.1
Pakistan,Islamabad,6/26/1996,86.7
Pakistan,Islamabad,6/27/1996,89.4
Pakistan,Islamabad,6/28/1996,88.7
Pakistan,Islamabad,6/29/1996,75.9
Pakistan,Islamabad,6/30/1996,78
Pakistan,Islamabad,7/1/1996,85.5
Pakistan,Islamabad,7/2/1996,88.9
Pakistan,Islamabad,7/3/1996,86.7
Pakistan,Islamabad,7/4/1996,83.4
Pakistan,Islamabad,7/5/1996,79.5
Pakistan,Islamabad,7/6/1996,83.9
Pakistan,Islamabad,7/7/1996,88.6
Pakistan,Islamabad,7/8/1996,90.7
Pakistan,Islamabad,7/9/1996,92.5
Pakistan,Islamabad,7/10/1996,93.3
Pakistan,Islamabad,7/11/1996,88.9
Pakistan,Islamabad,7/12/1996,86.7
Pakistan,Islamabad,7/13/1996,84.9
Pakistan,Islamabad,7/14/1996,82.6
Pakistan,Islamabad,7/15/1996,75
Pakistan,Islamabad,7/16/1996,84
Pakistan,Islamabad,7/17/1996,87.4
Pakistan,Islamabad,7/18/1996,91.3
Pakistan,Islamabad,7/19/1996,91.9
Pakistan,Islamabad,7/20/1996,84.5
Pakistan,Islamabad,7/21/1996,86.4
Pakistan,Islamabad,7/22/1996,85.4
Pakistan,Islamabad,7/23/1996,84.1
Pakistan,Islamabad,7/24/1996,87.6
Pakistan,Islamabad,7/25/1996,89.5
Pakistan,Islamabad,7/26/1996,91.4
Pakistan,Islamabad,7/27/1996,93.3
Pakistan,Islamabad,7/28/1996,84.9
Pakistan,Islamabad,7/29/1996,78.8
Pakistan,Islamabad,7/30/1996,85.1
Pakistan,Islamabad,7/31/1996,77.1
Pakistan,Islamabad,8/1/1996,78.9
Pakistan,Islamabad,8/2/1996,82.7
Pakistan,Islamabad,8/3/1996,80.5
Pakistan,Islamabad,8/4/1996,83.2
Pakistan,Islamabad,8/5/1996,86.5
Pakistan,Islamabad,8/6/1996,79.1
Pakistan,Islamabad,8/7/1996,80.7
Pakistan,Islamabad,8/8/1996,80.9
Pakistan,Islamabad,8/9/1996,83.8
Pakistan,Islamabad,8/10/1996,83.4
Pakistan,Islamabad,8/11/1996,84.7
Pakistan,Islamabad,8/12/1996,86.3
Pakistan,Islamabad,8/13/1996,84.7
Pakistan,Islamabad,8/14/1996,80
Pakistan,Islamabad,8/15/1996,80
Pakistan,Islamabad,8/16/1996,76.4
Pakistan,Islamabad,8/17/1996,85.8
Pakistan,Islamabad,8/18/1996,78.1
Pakistan,Islamabad,8/19/1996,80.6
Pakistan,Islamabad,8/20/1996,85.6
Pakistan,Islamabad,8/21/1996,82
Pakistan,Islamabad,8/22/1996,78.6
Pakistan,Islamabad,8/23/1996,77.8
Pakistan,Islamabad,8/24/1996,81
Pakistan,Islamabad,8/25/1996,-99
Pakistan,Islamabad,8/26/1996,-99
Pakistan,Islamabad,8/27/1996,88.6
Pakistan,Islamabad,8/28/1996,88
Pakistan,Islamabad,8/29/1996,89.9
Pakistan,Islamabad,8/30/1996,80.6
Pakistan,Islamabad,8/31/1996,84.5
Pakistan,Islamabad,9/1/1996,86.3
Pakistan,Islamabad,9/2/1996,82.3
Pakistan,Islamabad,9/3/1996,79.8
Pakistan,Islamabad,9/4/1996,84.9
